OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
28ccd412010369b2a70e696b3919e14b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
28da8a78b3c0c03f3fb7f59c3c6cf482,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii
28e7c240a22a35e5762b69331d7efc1d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA
28e7d575dfcb9a6ffceb21eaebda02f6,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
28eed3089e618af4d567d4af63d57fbd,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,NA
28f06169f49b92aa632050c136c3000c,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
28f5e7b1d57cf91de2d3e9bc787a7064,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
28f7d78eda4f40d008ac7f0dab171c37,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
28f9c3ce5ebfdd3ea6b8558bd199658a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,NA,NA
2904959454ff4c23852557739f16f1ff,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
290840552902b93ce16b4f39d1fc9881,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
29151c848143a45d74207b0eb71ed5ec,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
29170fabdccaf0554805541b7172cc34,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
291753c14f99270debb54fb405f1a0c9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
291bdde2b8c5e4997e2e1a21584362c2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
291ed108adabc05d49190f04f6b3ca6d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens
292514f375798796c54b335cef2101ac,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,NA
292c61c220734cdf4b42fb78a0fe6f79,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
293564b62d795f50184e18bb3b0ab941,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,NA
2940ffac6193db98cf36e43baa4a0b5b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
29443962ceaa67fd571ad33be5114b05,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,NA
294a6b4d3b31c6c68f0a96e42b330fcf,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,NA
294afe3307f1497f442ab59be3a74607,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA
294f5d81eba26bd05d5757a6b1d78ee8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
29500569be78cd3b84fcd8d3b0415fca,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
295f664e122baadaa2d7a9baeec1db25,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
295f8d6b36d10823655c8231c7f3af6d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
2960f93a463c7e1f02d4d16f612d36de,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,NA
296150b8af2f803e47bdc3d558d25615,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
297701ed35ae67396e615a5a6af9abda,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
2977ecee39d467e15506ea45ea8c2480,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,NA,NA
2979aefb2238b59b74d74e4247762d46,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
297f37ee2a9165fc685ca669b1a99986,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,marcusii
29824570d8a8c413dbd82bac83f200f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,NA
298583f97a6e5afb2c1d6037a4d56884,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,NA
2988ef3af997540e7d657fb7eada0fe9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
298d554703d9ce46dfa39fb301b048b7,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,NA,NA
29908675725baa0e4f1546d97cdabda1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens
2991757051a63189e3029e780f2b5412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
2995742c53165e98fa88cf9485facc0d,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,somerae
29aae246e17aae72109ef885df28831a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
29b32379a37f2d39edee40a605bdc86e,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
29bb3beb282c1770fbc6205d8cd9091e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
29bf36337a2eb9eb6c63b92017117313,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
29c0229c04d510f409fddd6513974b8d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
29c1738a8c5d395e4298b2f999fa6745,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,NA
29ca7c489ced678d92a0b7d9e0ff461e,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,canis
29d171631e711ddcd12d327c8150764f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens
29d2946aa7ae2bec2c4a76388492cb43,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
29dd6fcc98d39d7ea118143d754e2677,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,NA
29ddd0f7623d97e428049716a898e160,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
29e8afd3805f00ea4276b8c57bfae4fd,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
29ec7d771a374baf10d12753ca42af54,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
29ef92a4aedfaab7b5e84ab77d657826,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
29f44f2a8fd4609c1e3adfbe59ca1e22,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
29f9babb98042e42fb18b4379bdcb06b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
29fc9ed4a6607206dbab8f037289aaef,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,morganii
2a05b77906fae1f9422215829e156e0b,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],WAL_1855D,NA
2a0c106b393f1cc646f19b89863374a2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,yabuuchiae
2a0c457098079e7e44805b172e18a254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
2a166edc0c7bdb0d4b1a836d409375b3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
2a17a37341c0abb67ef57403cb27837b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,NA
2a1805d08751f051a4e892ed13a029b4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2a1e75a6feea1ad592246dbe103b3970,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
2a242416aeb0106e2b71bc716fe961ea,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
2a24d4f9ada899fb62a09c5df25f70b4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2a29bf0f65bca696afd29c86c938f449,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
2a33dcea29c6d46087115e8421311315,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
2a35b2df2826a27dcc3970be9200354a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
2a37298f6eaf8d3886d690e9dd303895,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
2a3c56082245134a59158c96799ac008,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
2a3f407782fdf5d1ff4f29fc03386ff0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2a43987909ab22ce4fe038db0bddbcd2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
2a634fb0f0d3b645773ccaf52abc756e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,yabuuchiae
2a67cb8175412b99c66d017aeb7b082c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
2a692fd9058c953512617645d2075b74,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-231,NA
2a6acb94e5ad755053bd5454efb80cba,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
2a6bacd91a022b723a50e9f1f883ca02,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,NA,NA
2a75ca5c45d4016d1c54b257354af644,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2a763eb2f0eb4c76d4fdada457e8f50e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
2a7ba3bb632d935f2cb4ea8ca6147b1b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,NA
2a8a7e496c5a4c35c7478eef79e55c7d,Bacteria,NA,NA,NA,NA,NA,NA
2a912d136f6a8380b4af8115758d4fd8,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,haemobos
2a9683d6706daf219642a9d5658bb35b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
2a98d64775cc5891b20c368d3db0cf97,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,yabuuchiae
2a9ac6c3e43906b2720bee8001808037,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2a9d5f37b520695858c56af235eff019,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
2a9da74328b1ec8b0a70973e0cc9f593,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,NA,NA
2aa66efee41cfd53976cd0cd90775c1f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius
2aa8f5a74f0ef9cc0dfaea038ae36c97,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,NA
2ab280149b2a7138ad0accb4849d4f86,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
2ab5948fa29552320d4a04e1e4e421f8,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,NA
2ab66e1e143c5edb225d896d24f9a174,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,NA
2ab96939b9d1ed212ad50bf304724475,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,alactolyticus
2abbcfa45cca51f33334b00686dc063a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,NA
2abd550108931a1fbd551b3ce6e028f7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2abe976d52523dc14de7a3969c8ba839,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,NA,NA
2ac3f39b5c61ac08ef812cf2fb97f97d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens
2ad09ce2651a205ed24e26ba5f30bcce,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
2ad0a912bf77229f8ed710b997cb93df,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
2ad232ec9b74d956c19214ee02af863a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
2adf57150b6982c473657ff0443a3134,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
2ae3e08f5917b5ab2ca632367372808e,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,NA
2aebce3981cd4c4992d935124c32288e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],NA
2af23ffe7e31f17f21ec9a13b753ff29,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2afa77033b368ac3382918b55e5ae379,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
2afe48263db4e141a1f79347b66ab714,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
2aff3cfa28b1f06bfb148ce2789ec410,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2b0b4250b58c3df4470e894f50eb7eb6,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
2b0e6fb92acb44e033cb787168f1fa21,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2b186eba8e559363612258a0bfc06c12,Bacteria,TM7,TM7-3,CW040,NA,NA,NA
2b19e4819c20f11351098612c2399d6a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,NA
2b1dabf2aa23f82e051ba6b1fed1c53d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],NA
2b202ab91c06012b5ceab34d20eb4e9e,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],NA,NA
2b280faafd74d075e5b0ddeb477b3c51,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
2b3d9374d35c325f17414c9ea4b192c4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,NA
2b3e02746ec2d7d52c2a412c60d7a8ef,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
2b441b2d140fa7502c56a99bfaacbd75,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,NA
2b45b2d96ab2a3cc41b95b9598a7e436,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,NA
2b46d4c1d940d9beee1e204aa987cf07,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
2b482f1aff0f4d86ef9d870abef00a80,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,NA
2b4d889bf82d995db558e8117524c63a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2b5dc5a756bdfe2283d216100eb797c2,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
2b62547174dc3fb9d643457464328dfd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2b63bef9a6d06df4aedacd198a6a7e5c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],NA
2b67d5ddc6ec51664606019f76c8bf26,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
2b69f1f452681423a22836754ca199e4,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,NA
2b6d386aacbed648493b3ae694417c33,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2b772217aa2e3cb9523fb13ca1a2f4b7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
2b783f6d39680eedf22745b4e12153dc,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
2b7af41bb3edeebde01bcbd1ed1a2ac5,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
2b7f528913c84d7c39c432d8373e84a1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,NA
2b832d15dff581aa8e133751c5647167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2b861b9a3e1db3d35782f6e50dc80e70,Bacteria,NA,NA,NA,NA,NA,NA
2b864208ef1034830425961c12b52175,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,NA
2b9ce6405e72720330f70d90f89e35a9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
2bada1c2d53eb0aefad9fb7c379fe097,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
2bbc2d8ec116b9fca2dd50b6515e5461,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],NA,NA
2bc00710ea63f328e1eafc87a38fc10b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Modestobacter,NA
2bc04eced9d52433689e3da3a11de93a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
2bc410ce57de402087b8b9e636c02332,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,NA,NA
2bc80f601ab370941623febb43a7c21e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,guillouiae
2bc99dcb46285b4d271c3b082d65617f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,orale
2bce006bef6c8424e2d5a562594ef597,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
2bd0ba180bbac80d2f381e82577b150e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis
2bd321fd0e4df655a36fd2a7392e5b73,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis
2bd9f4760e990d7c10e09bc7a16a7423,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
2bdc9ad40a72991b345924b5afe2a69c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,NA
2bdfa437e5864ff4985598919983d3d2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2be1c699e97f2f241adcf39c472e4230,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],torques
2bec335b233082a959ebdb6caa8d9135,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
2beed29208495082f59ca26d86ae2b9a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
2bfdfc3c70f7f8e94357b426ed562c90,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA
2c12ece60aa807dcda53309bbe44a813,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
2c247fb38e0d15d918fcbbe60968563b,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],biforme
2c27820a83118a345a918d8ce8673ebc,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,NA
2c2925e96597fe94e93e360b8e0a27b1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
2c31da7f4132434fdf6dc67a36c34413,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,NA
2c337611deba5592629cf47a1f0dff8e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
2c3d5b4916dae435a61beebe314b58e8,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,NA
2c442e3f5cf80433f622fed8c05af073,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,NA
2c48583e60bcf79f3e9014a8302e3a47,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
2c48b97b872b1a4993f6bd5ef829a86d,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,NA
2c4ae47eff7376654e79e95447377b3c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2c4f87357794983310335c5ad61a0d2e,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
2c52ef655dd7319b417462a3c3506285,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens
2c5cea275c1c4e4190eaf1e5498aa363,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
2c61edcaa73585b8adf631430bf7f8d6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2c62bc759bf466c422405ece780a56e9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
2c6385e27c9b64b1d52efd4f69db0934,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,NA
2c64c4bc940a662bce50ba3c668d4485,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
2c6f4cbb0d4c16b8e9665ba9a88ffa7f,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,NA
2c7a5eb8011a8f98cd3a4cc2d72c8148,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
2c7c470bfc8e87246db69fed85b6916d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,NA
2c82dd9de836422ec3cc8af5a913a069,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
2c872b3dfb9dbf790953dcaa3f418c36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,NA
2c8b7930e4d5f940a388e236a48ae05d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
2c91ef9d2c55bbcceefba2c519146849,Bacteria,SR1,,NA,NA,NA,NA
2c96759dd19acb6792a8b733fa228f76,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
2c98be26899266b701eb207b551efb95,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
2cb1596ba3cb5489eaa4d85a751c937e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,paraputrificum
2cb6077ce1c28723cbe9f7aa4c93b186,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
2cb8c408eb72d3ad7bc0b35cb4eb41c8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
2cbbb2a17fab43bbc1ba84db5021393a,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
2cd3f6e83202c23c245ff92b266dc211,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,NA
2cd4d4110156d9e830948836efe43426,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
2ce08e2d5004d6fe4999a124b0d4bbd8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
2ce3244375cd39db32b604fbdbc9f741,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
2ce6957a3bf904450c4610bf4c0ab445,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
2ce82de8d480c75a9756a479ed621332,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA
2ceb1f811c82976f9437e1c27de41358,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,stercoris
2cecbdb5a63989b2256bf5c9ff0b9b37,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
2cf136e1acc26aff30cf4b344e1ca272,Bacteria,Chloroflexi,Ellin6529,NA,NA,NA,NA
2cfcd822596649f22f8225b082a5a3ef,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
2cfe0b0d4094faee3363561a63cd9da6,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA
2cfe409a4fcafa83c143e60d33f852ca,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,NA
2cff464eadb56113e7dc9f851d406f6e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,NA,NA,NA
2d08fb7dd0f34f558940f64cf3b05d4e,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,NA
