OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
0000e956e837b74e796439615815576b,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,NA
00046f09cb50a9cf715b3746785b9925,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
0009ab33ee6d268d1f73c0e97b67b2dc,Bacteria,Chlorobi,OPB56,NA,NA,NA,NA
000a0a8a4a287080808bf3568c6b1999,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
000a42b66c7e6f6672709e4f522052f5,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Parvimonas,NA
000c24bce1b8d045ef309cfa7fe28982,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
001103c6d87c26d09e3bd677b6e5b3d7,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
0012ac67281898d09cdfb0362e395288,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
0015fc1121b572884015004ef5a833cc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,NA
001641c58cc97e815dc5d75a89921df8,Bacteria,NA,NA,NA,NA,NA,NA
001b66c16fca533aabfc1183bdb1c92a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius
001c90c54105c2c04cd576b49269798b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
00244bcb5e33076948aece1ba1364281,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,NA
002be61d1b5cb067bf155d79de396c82,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
002e505846a8f04cc316fc5ec9c11350,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,NA
003853d99527525eac1f9d6198869d50,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],NA
003a46f7e6b779ab14b7c77b28dc4947,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
003afe2b99ffaa7ee4f802131a347e57,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
004433dbd12316edd776e153b24a6c99,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
004ceea2bac92e0c3a4116b2528e5595,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
004e29bd18370f365758ab28c297f5c4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
0051f488ef13d5565e91092cd9268066,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
0059952933793d3aad4a643205b79b62,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,NA,NA
0060134da330f98d306a73da89deef0e,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,thomasii
0070c2ba846bdaf121eaceb077baf085,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
0072207c7fe3a1b00a608c7291b32406,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum
00727695cb4d66d350b46487d5dea198,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
007d8220d2933f158f8c2b32661ae40f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
007e0f021c56a39740aac8051f6135fd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
0080d7e9c96dd994748fa476c835a941,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
00820131a7fccdae68fd843e25fdf09e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale
0082238638d7298ec33aa353fb108c60,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
008898d5ca70638b31fbbc966eac0bb2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
008f740ab4fe2c52062d23e11a108a7c,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
0091a43625f7ae10d19e16ebc98ce69f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
0092426a921d10c4ae4ffec984a4e119,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA
0097d26d21d04ad5973f14ee38db6076,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
009ec322777f010d6aa8b1cab66d22cf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
00a3837c241b8a0106a1e8eecdf4f529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
00aa44556b0585cf779780c6131c5639,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
00b008677ea6e118a74441ef77f3ebf7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
00bbc713974cab4e058fa8910416495e,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
00c151ef615e33caf624798cf66b2819,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,NA
00c19c90e68a2c4bab8365df8d935b8c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
00c1afdd3ed9b0dba9fc2ca3262dc8bd,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,NA
00c3b7dc9505ac5ef18e57b3d85a118b,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
00cafc1e75416fd6b1a4580e5d0f7cc3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis
00cb06d06fbe3bc6ace6bc9695742905,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
00ccd4605a7ca46503f6c0b3741a2c62,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
00d0e7c157c0deab2d547683ded502f7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
00d670e2f3e84b7353b6f70fc913ee06,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
00fcc67d86147d7b5846a1b1b567a49e,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,NA
010452b55f41b7d84fc0c1fbefd5db4b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
01062c1a2c465a1607a036a2c244c562,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,NA
011081fde33c9d9627229c5ca68ed2c2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
0115e656e964ae50971d5f0537b28abe,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
01281a35fdd2e65938f53a7489897fae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
01318fcd4cb34b128bc7914069276e5c,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,ovatus
01362271559174f515f29394918b2048,Bacteria,NA,NA,NA,NA,NA,NA
01369df13d96cf2009627bd91920e4e1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
0139583f49a967cab9f15d0a6753cd26,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,NA
013eed52dc8212318ce637d9987c6219,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,NA
0142329ab91ed92eb690e1052f47eedb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],torques
014a0c5b6e3b0d4463a004386fb0be43,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis
01529a7b04ccf620e83de288b91c6b5f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
01545a77446f235a02dd9278780a00bb,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,foraminis
0158430a5c87e484aa425e5d01529610,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
015a0ecaf10f758b2c6b71b661f9845a,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,celatum
016163fff589911f0853015b64896d7c,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,anaerobius
016480968a7bd11bd5493299b45d8e3e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
017789ed8aa27caa6efdcdcbbcd888e7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
01782431c0059fd274a9a14dd51e3c7c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,NA
017f5daf492127c7fb9f760cb3cc7c8c,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
0180ce57468d71a174e33773b6d014e2,Bacteria,NA,NA,NA,NA,NA,NA
018c26b69df8cb9493d5448739f33809,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
018cfa02603d0ab7f34c56868657085f,Bacteria,SR1,,NA,NA,NA,NA
019928be3f45b44e9b160f29ebd021bc,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
019b972fc14476d71e90ccd762abdc7b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,NA
01a088c4adab3525ac0a400c5fd70e5d,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
01b0867a09636171accbb1d38c8fd10d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
01beccb1b53acd283146690a65a21da1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
01c281a6cc4c16c9e8c98a13c73f494a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
01c297654896e284ae120ec76a381cc4,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
01e5a82a57aa2e8c92a6016871156133,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,NA
01ec9f8aae33ea6531bd02b7dd63f839,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
01f74c6673310763c78fdf1f1fff1123,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta
01fd29c76e1b67919a1cea4c490d15e1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,NA
01fda5e0541ca445ab5d4c4cfba026c0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
01ff047db18a6d3073b17bda218d7069,Bacteria,Chlorobi,OPB56,NA,NA,NA,NA
0201ff26ce25fce50c71066081ec0222,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
0208d635018188fd4fb37658830f7fd7,Bacteria,NA,NA,NA,NA,NA,NA
0209272d3b2357415b903195fbde3938,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
020b499263ee908b880b49639acbe40b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprophilus
020be15be4a9b9a861c33e5876593073,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,NA
02155b6a54ac399a2f3ff3db55daac77,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,vesicularis
0222930fbc2cc365232aaa5ae8d00a15,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
022c13546fb7072db9a60443785dee20,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
022e4c9c9cebe23ecb3d67e1d6949793,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
02303eea46bf7eda8c55afda938c17db,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,NA
0239f018da6466f50be160d18e3f3b35,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
023d1f0738681e6bc08f1804bb3c4082,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,NA
023d27da0ffc6fbe7adfbbc7aeda3c36,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
02491cc23fbe0423db34e72dce891ef8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
024cce7e451f1473729f593052b95851,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
025498f0686b1d6003bdfc787955b4fa,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
025af2092185b979e1721c6dbd034b31,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,vadinHB04,NA
025b6b37ed453b7b21e7386aa11cdd77,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
025da8adf971088d0482a13f5423a481,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,NA
02632bd0275ff8d1e9e2c46029e4a77b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],NA
0263ddddc718ed4eee679d8daa87374c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
026557b7fee2282662d167fe7a3361bc,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius
026736c3dd42c2258f62f1653f2a6b6d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
026b929ab7bbf902181bddc9f274eecf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],torques
027b2e8d2e4f9924ea5bdfe123fa44d1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
02845d92cba441883deab59afa8acbe8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
028927573e88ddb52293f76f54c295ca,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
028e392c7043dce5744f42f862b4a6ce,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Clostridium,ramosum
02915a79348ec021dc35eb3d321bc249,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,NA
0293614d05f8be7d976b7c08daa744dc,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,NA,NA
02995543350a34ad4b4aed635dce2b78,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
029da501674a2a3fcc15f08ea144faee,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,NA
02a130f5e15b230c76b658993852bb09,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas,NA
02b0ba657d9e6b0ecb060c9c56b74aa3,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
02b3f464eb4723eb1aae77b9548948b0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis
02bc7f5a727da8cfb77d79727352d074,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
02c16f3b36a80c808cbb7f5e3877c905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
02cbe4c2253feebca43bf03a89153483,Bacteria,GN02,BD1-5,NA,NA,NA,NA
02cd7546968d1ad74a17e06cc41c102d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,NA,NA
02cff2d8f2425976425a6b4a667c5745,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,NA
02d14912242c974e39df380bd661ffa4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprophilus
02d83f7e8428abfa74c791529cb14d1a,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
02e280148cd51ee0ae86c0db22b9c310,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,NA
02ec07b9bc938153ba531c392a3b59ee,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
02f520d820b2d22513fa01a5c2095ef1,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
02f77aa9893db4e70432ef651124de3f,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
02f7e629c25e999aa7a1812067db5e86,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
0304452d9fb73cf87ce7ca481fcff301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
030e30040ec9e4027ae41ff9b6a99f8d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,NA
0314cff8f660525a88fc82294d77b142,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
03181501b2e42de49b24d19bea1ac905,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
031ac0b792e681094895833a400af60c,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
031dd7fbd1ff32fa8724652ce3918edd,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
0332a7ad953b5250ee96b99c881ac2ba,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
033f3e103c126d8548ca3f704996a4c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
034373a296cffef60f82b1995f5748fe,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
034384c2e840dafcbe300ec181345279,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
03465f1b9e5a155d8f51e1d2b7d4dec9,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,NA
03516f8c95ebbaed7fbc59290738916d,Bacteria,NA,NA,NA,NA,NA,NA
035737d76f515e3a3481db6e72571150,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
035ac4e2cd99b18015dccb3787ae16b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
036019526498a808c1a93cec8cdf868d,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar
037c0904e1393a501a86b20d6be6de9b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
0383e49e8ecfec3757aa97607d801682,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
03849134c1a49f967b66ecf50eefc78d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
038f98d1f67f0bd7a446630f6c912600,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
038ffbb022ce4b16dd949d06536d5c39,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
03913e365bdc5578c7cc4637886ddb1d,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,NA
0394f444f75a4f9ef6e27af2982cd50d,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
039c53d5fbfe29e07e51f71e843657eb,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
039e1683aa550ad8dff1e91144cc8b30,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis
039e55138c7f654f385ea442c01de4b9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
03a136f2d545417b578a7d1781f2b942,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
03aa45cfa1255f6d99d694fb5e27c774,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
03aba9ce05894bca1b86e4e205d4cd36,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
03ad7559eb1a1edb2e30aab07bea8cee,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,NA
03af8425cb48b973e73046bb5f5760a8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,NA
03b1e4b7ca0b9b42281247e8e2128b4e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
03b281047babbccef897749939f1440a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
03bc354c1c89a08997457f08aa40f984,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA
03bc740fb1fb86a45d49d1f6adbc56d5,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
03bec3f3c632987acbc17808385b2cd5,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,stercoris
03befd6a6886ab959a5cc508396d84d3,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,NA
03ccb0b9edaee24ac69bcb476c725283,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
03d0e3e7884f0144b696cac95c40e567,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
03d0f8dd5c5b0a6058ec6340b0682f0d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],NA
03da161c8b0b2c517037470240cca11a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
03da83596e06a7d04ce801ae9ca55ee8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,longiquaesitum
03dbcc4117f01c0547acc091e3fd76b2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
03dc942edbbc44e5c90bb308099d2fd8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
03df2be8452a29cbf33b901cc1901a5f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
03ed67a7c97bd15cded8959dc4e5f3e9,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,paraputrificum
03f33507c3cfc78c5df423f588857c11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
040c0d6a16826d68a1d31d9936f500d0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
040f61ea79bd9d3b0585c0fd65bda309,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,alactolyticus
0417121e8aa8b45dabd6a291644029e6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
041add7e5eeb19b87b581a7b646825d5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis
0424c26db1eaf13d7e4cee87c84bafbc,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
042e7a20fe3c7b79089297c79587eacc,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],NA,NA
04442c43b82f0214f722784930008e46,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
044631f184c6ad84a08321b0b8e960f4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius
044968ad294d4262c48ba7425bb137bb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus
0449c9b9bb4465c7ffcf5f471868e8ef,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
044e186dcd9bef7ee1726fcb01708bcb,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
0451f8f8e2e6dfcf8bec19d38b0c8234,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,geniculata
0453ffc0e749738b9276631d748e1c48,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,NA
0466ee6f28f3132d0a1a9da392cbb0cd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
0468d8c25e1c3ac918a3b5fed2356f25,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale
046c029fcf8aa542d9318d0aab2c23b4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
046d1590a565fdaaa4d3a9e2131c3817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,NA
0470f597b0c27673fe4dd43bb76948dc,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
0473892b71fcf019719bd22cde5d2aec,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,[Clostridium],sordellii
04742ff1626b2440192e7dfcae478399,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar
